Date;0.0.2.1.1.1.12.0.0.0.0.0.0.0.0.0.72.0;0.0.2.1.19.1.12.0.0.0.0.0.0.0.0.0.72.0
040-10:00;3822471;471209
040-10:15;3822913;471651
040-10:30;3822964;471702
040-10:45;3823036;471774
040-11:00;3823086;471824
040-11:15;3823121;471859
040-11:30;3823153;471891
040-11:45;3823277;472015
040-12:00;3823295;472033
040-12:15;3823305;472043
040-12:30;3823323;472061
040-12:45;3823347;472085
040-13:00;3823358;472096
040-13:15;3823370;472108
040-13:30;3823381;472119
040-13:45;3823394;472132
040-14:00;3823423;472161
040-14:15;3823447;472185
040-14:30;3823486;472224
040-14:45;3823498;472236
040-15:00;3823551;472289
040-15:15;3823633;472371
040-15:30;3823737;472475
040-15:45;3823855;472593
040-16:00;3823903;472641
040-16:15;3823944;472682
040-16:30;3823973;472711
040-16:45;3824009;472747
040-17:00;3824061;472799
040-17:15;3824187;472925
040-17:30;3824340;473078
040-17:45;3824408;473146
040-18:00;3824485;473223
040-18:15;3824564;473302
040-18:30;3824648;473386
040-18:45;3824722;473460
040-19:00;3824808;473546
040-19:15;3824898;473636
040-19:30;3824997;473735
040-19:45;3825086;473824
040-20:00;3825161;473899
040-20:15;3825232;473970
040-20:30;3825303;474041
040-20:45;3825440;474178
040-21:00;3825552;474290
040-21:15;3825641;474379
040-21:30;3825715;474453
040-21:45;3825791;474529
040-22:00;3825922;474660
040-22:15;3826009;474747
040-22:30;3826104;474842
040-22:45;3826196;474934
040-23:00;3826271;475009
040-23:15;3826346;475084
040-23:30;3826422;475160
040-23:45;3826510;475248
041-00:00;3826638;475376
041-00:15;3826716;475454
041-00:30;3826743;475481
041-00:45;3826758;475496
041-01:00;3826777;475515
041-01:15;3826788;475526
041-01:30;3826804;475542
041-01:45;3826836;475574
041-02:00;3826867;475605
041-02:15;3826896;475634
041-02:30;3826908;475646
041-02:45;3826919;475657
041-03:00;3826931;475669
041-03:15;3826954;475692
041-03:30;3826990;475728
041-03:45;3827026;475764
041-04:00;3827038;475776
041-04:15;3827049;475787
041-04:30;3827060;475798
041-04:45;3827071;475809
041-05:00;3827108;475846
041-05:15;3827143;475881
041-05:30;3827167;475905
041-05:45;3827178;475916
041-06:00;3827190;475928
041-06:15;3827201;475939
041-06:30;3827225;475963
041-06:45;3827261;475999
041-07:00;3827292;476030
041-07:15;3827309;476047
041-07:30;3827320;476058
041-07:45;3827331;476069
041-08:00;3827352;476090
041-08:15;3827375;476113
041-08:30;3827406;476144
041-08:45;3827448;476186
041-09:00;3827577;476315
041-09:15;3827624;476362
041-09:30;3827664;476402
041-09:45;3827701;476439
041-10:00;3827737;476475
041-10:15;3827863;476601
041-10:30;3827943;476681
041-10:45;3828001;476739
041-11:00;3828051;476789
041-11:15;3828083;476821
041-11:30;3828098;476836
041-11:45;3828144;476882
041-12:00;3828188;476926
041-12:15;3828315;477053
041-12:30;3828395;477133
041-12:45;3828456;477194
041-13:00;3828486;477224
041-13:15;3828524;477262
041-13:30;3828573;477311
041-13:45;3828649;477387
041-14:00;3828713;477451
041-14:15;3828815;477553
041-14:30;3828826;477564
041-14:45;3828849;477587
041-15:00;3828962;477700
041-15:15;3829006;477744
041-15:30;3829048;477786
041-15:45;3829073;477811
041-16:00;3829116;477854
041-16:15;3829178;477916
041-16:30;3829239;477977
041-16:45;3829316;478054
041-17:00;3829384;478122
041-17:15;3829450;478188
041-17:30;3829578;478316
041-17:45;3829636;478374
041-18:00;3829702;478440
041-18:15;3829784;478522
041-18:30;3829877;478615
041-18:45;3829977;478715
041-19:00;3830055;478793
041-19:15;3830130;478868
041-19:30;3830182;478920
041-19:45;3830203;478941
041-20:00;3830246;478984
041-20:15;3830291;479029
041-20:30;3830331;479069
041-20:45;3830353;479091
041-21:00;3830375;479113
041-21:15;3830404;479142
041-21:30;3830431;479169
041-21:45;3830472;479210
041-22:00;3830514;479252
041-22:15;3830547;479285
041-22:30;3830572;479310
041-22:45;3830632;479370
041-23:00;3830685;479423
041-23:15;3830781;479519
041-23:30;3830850;479588
041-23:45;3830920;479658
042-00:00;3831025;479763
042-00:15;3831069;479807
042-00:30;3831097;479835
042-00:45;3831108;479846
042-01:00;3831129;479867
042-01:15;3831170;479908
042-01:30;3831202;479940
042-01:45;3831217;479955
042-02:00;3831228;479966
042-02:15;3831240;479978
042-02:30;3831256;479994
042-02:45;3831289;480027
042-03:00;3831320;480058
042-03:15;3831347;480085
042-03:30;3831359;480097
042-03:45;3831370;480108
042-04:00;3831393;480131
042-04:15;3831404;480142
042-04:30;3831436;480174
042-04:45;3831466;480204
042-05:00;3831488;480226
042-05:15;3831504;480242
042-05:30;3831522;480260
042-05:45;3831534;480272
042-06:00;3831550;480288
042-06:15;3831582;480320
042-06:30;3831613;480351
042-06:45;3831637;480375
042-07:00;3831655;480393
042-07:15;3831666;480404
042-07:30;3831677;480415
042-07:45;3831698;480436
042-08:00;3831730;480468
042-08:15;3831767;480505
042-08:30;3831782;480520
042-08:45;3831791;480529
042-09:00;3831880;480618
042-09:15;3831926;480664
042-09:30;3831972;480710
042-09:45;3831998;480736
042-10:00;3832008;480746
042-10:15;3832008;480746
042-10:30;3832008;480746
042-10:45;3832008;480746
042-11:00;3832008;480746
042-11:15;3832025;480763
042-11:30;3832030;480768
042-11:45;3832030;480768
042-12:00;3832030;480768
042-12:15;3832030;480768
042-12:30;3832030;480768
042-12:45;3832031;480769
042-13:00;3832031;480769
042-13:15;3832031;480769
042-13:30;3832032;480770
042-13:45;3832033;480771
042-14:00;3832034;480772
042-14:15;3832045;480783
042-14:30;3832050;480788
042-14:45;3832064;480802
042-15:00;3832080;480818
042-15:15;3832086;480824
042-15:30;3832089;480827
042-15:45;3832096;480834
042-16:00;3832097;480835
042-16:15;3832108;480846
042-16:30;3832134;480872
042-16:45;3832161;480899
042-17:00;3832177;480915
042-17:15;3832195;480933
042-17:30;3832208;480946
042-17:45;3832219;480957
042-18:00;3832399;481137
042-18:15;3832540;481278
042-18:30;3832640;481378
042-18:45;3832721;481459
042-19:00;3832800;481538
042-19:15;3832878;481616
042-19:30;3832956;481694
042-19:45;3833045;481783
042-20:00;3833151;481889
042-20:15;3833241;481979
042-20:30;3833316;482054
042-20:45;3833433;482171
042-21:00;3833521;482259
042-21:15;3833607;482345
042-21:30;3833706;482444
042-21:45;3833807;482545
042-22:00;3833901;482639
042-22:15;3833981;482719
042-22:30;3834061;482799
042-22:45;3834177;482915
042-23:00;3834256;482994
042-23:15;3834348;483086
042-23:30;3834440;483178
042-23:45;3834531;483269
043-00:00;3834630;483368
043-00:15;3834726;483464
043-00:30;3834738;483476
043-00:45;3834749;483487
043-01:00;3834781;483519
043-01:15;3834815;483553
043-01:30;3834847;483585
043-01:45;3834858;483596
043-02:00;3834869;483607
043-02:15;3834881;483619
043-02:30;3834896;483634
043-02:45;3834938;483676
043-03:00;3834970;483708
043-03:15;3834988;483726
043-03:30;3834999;483737
043-03:45;3835011;483749
043-04:00;3835026;483764
043-04:15;3835054;483792
043-04:30;3835085;483823
043-04:45;3835116;483854
043-05:00;3835129;483867
043-05:15;3835140;483878
043-05:30;3835159;483897
043-05:45;3835174;483912
043-06:00;3835199;483937
043-06:15;3835232;483970
043-06:30;3835260;483998
043-06:45;3835271;484009
043-07:00;3835293;484031
043-07:15;3835305;484043
043-07:30;3835316;484054
043-07:45;3835344;484082
043-08:00;3835375;484113
043-08:15;3835400;484138
043-08:30;3835421;484159
043-08:45;3835430;484168
043-09:00;3835519;484257
043-09:15;3835554;484292
043-09:30;3835597;484335
043-09:45;3835650;484388
043-10:00;3835809;484547
043-10:15;3835990;484728
043-10:30;3836057;484795
043-10:45;3836126;484864
043-11:00;3836296;485034
043-11:15;3836369;485107
043-11:30;3836422;485160
043-11:45;3836480;485218
043-12:00;3836598;485336
043-12:15;3836698;485436
043-12:30;3836781;485519
043-12:45;3836869;485607
043-13:00;3836967;485705
043-13:15;3837060;485798
043-13:30;3837132;485870
043-13:45;3837191;485929
043-14:00;3837259;485997
043-14:15;3837337;486075
043-14:30;3837527;486265
043-14:45;3837599;486337
043-15:00;3837677;486415
043-15:15;3837750;486488
043-15:30;3837819;486557
043-15:45;3837876;486614
043-16:00;3837964;486702
043-16:15;3838049;486787
043-16:30;3838122;486860
043-16:45;3838189;486927
043-17:00;3838249;486987
043-17:15;3838387;487125
043-17:30;3838438;487176
043-17:45;3838497;487235
043-18:00;3838572;487310
043-18:15;3838672;487410
043-18:30;3838761;487499
043-18:45;3838840;487578
043-19:00;3838918;487656
043-19:15;3839002;487740
043-19:30;3839084;487822
043-19:45;3839177;487915
043-20:00;3839268;488006
043-20:15;3839352;488090
043-20:30;3839429;488167
043-20:45;3839548;488286
043-21:00;3839632;488370
043-21:15;3839709;488447
043-21:30;3839802;488540
043-21:45;3839901;488639
043-22:00;3839994;488732
043-22:15;3840129;488867
043-22:30;3840204;488942
043-22:45;3840276;489014
043-23:00;3840352;489090
043-23:15;3840447;489185
043-23:30;3840536;489274
043-23:45;3840624;489362
044-00:00;3840684;489422
044-00:15;3841105;489843
044-00:30;3841143;489881
044-00:45;3841356;490094
044-01:00;3841400;490138
044-01:15;3841450;490188
044-01:30;3841602;490340
044-01:45;3841992;490730
044-02:00;3842004;490742
044-02:15;3842016;490754
044-02:30;3842028;490766
044-02:45;3842052;490790
044-03:00;3842094;490832
044-03:15;3842125;490863
044-03:30;3842139;490877
044-03:45;3842151;490889
044-04:00;3842165;490903
044-04:15;3842185;490923
044-04:30;3842206;490944
044-04:45;3842238;490976
044-05:00;3842268;491006
044-05:15;3842286;491024
044-05:30;3842305;491043
044-05:45;3842317;491055
044-06:00;3842328;491066
044-06:15;3842346;491084
044-06:30;3842381;491119
044-06:45;3842421;491159
044-07:00;3842439;491177
044-07:15;3842450;491188
044-07:30;3842461;491199
044-07:45;3842473;491211
044-08:00;3842508;491246
044-08:15;3842615;491353
044-08:30;3842722;491460
044-08:45;3842749;491487
044-09:00;3842767;491505
044-09:15;3842792;491530
044-09:30;3842806;491544
044-09:45;3842817;491555
044-10:00;3842847;491585
044-10:15;3842916;491654
044-10:30;3843056;491794
044-10:45;3843140;491878
044-11:00;3843214;491952
044-11:15;3843280;492018
044-11:30;3843350;492088
044-11:45;3843415;492153
044-12:00;3843426;492164
044-12:15;3843426;492164
044-12:30;3843511;492249
044-12:45;3843520;492258
044-13:00;3843529;492267
044-13:15;3843538;492276
044-13:30;3843553;492291
044-13:45;3843556;492294
044-14:00;3843557;492295
044-14:15;3843564;492302
044-14:30;3843596;492334
044-14:45;3843614;492352
044-15:00;3843636;492374
044-15:15;3843643;492381
044-15:30;3843653;492391
044-15:45;3843671;492409
044-16:00;3843702;492440
044-16:15;3843732;492470
044-16:30;3843757;492495
044-16:45;3843779;492517
044-17:00;3843794;492532
044-17:15;3843815;492553
044-17:30;3843850;492588
044-17:45;3843883;492621
044-18:00;3843918;492656
044-18:15;3843934;492672
044-18:30;3843950;492688
044-18:45;3843970;492708
044-19:00;3844060;492798
044-19:15;3844177;492915
044-19:30;3844270;493008
044-19:45;3844377;493115
044-20:00;3844480;493218
044-20:15;3844582;493320
044-20:30;3844714;493452
044-20:45;3844882;493620
044-21:00;3845001;493739
044-21:15;3845102;493840
044-21:30;3845202;493940
044-21:45;3845360;494098
044-22:00;3845468;494206
044-22:15;3845579;494317
044-22:30;3845690;494428
044-22:45;3845826;494564
044-23:00;3845937;494675
044-23:15;3846035;494773
044-23:30;3846133;494871
044-23:45;3846250;494988
045-00:00;3846371;495109
045-00:15;3846426;495164
045-00:30;3846438;495176
045-00:45;3846449;495187
045-01:00;3846461;495199
045-01:15;3846473;495211
045-01:30;3846514;495252
045-01:45;3846546;495284
045-02:00;3846569;495307
045-02:15;3846580;495318
045-02:30;3846592;495330
045-02:45;3846610;495348
045-03:00;3846626;495364
045-03:15;3846659;495397
045-03:30;3846690;495428
045-03:45;3846712;495450
045-04:00;3846726;495464
045-04:15;3846747;495485
045-04:30;3846759;495497
045-04:45;3846770;495508
045-05:00;3846803;495541
045-05:15;3846835;495573
045-05:30;3846863;495601
045-05:45;3846880;495618
045-06:00;3846891;495629
045-06:15;3846905;495643
045-06:30;3846917;495655
045-06:45;3846950;495688
045-07:00;3847007;495745
045-07:15;3847053;495791
045-07:30;3847088;495826
045-07:45;3847123;495861
045-08:00;3847158;495896
045-08:15;3847199;495937
045-08:30;3847268;496006
045-08:45;3847393;496131
045-09:00;3847417;496155
045-09:15;3847440;496178
045-09:30;3847504;496242
045-09:45;3847579;496317
045-10:00;3847671;496409
045-10:15;3847750;496488
045-10:30;3847871;496609
045-10:45;3847934;496672
045-11:00;3848005;496743
045-11:15;3848072;496810
045-11:30;3848133;496871
045-11:45;3848201;496939
045-12:00;3848249;496987
045-12:15;3848322;497060
045-12:30;3848426;497164
045-12:45;3848474;497212
045-13:00;3848525;497263
045-13:15;3848617;497355
045-13:30;3848692;497430
045-13:45;3848753;497491
045-14:00;3848934;497672
045-14:15;3849212;497950
045-14:30;3849453;498191
045-14:45;3849766;498504
045-15:00;3850019;498757
045-15:15;3850093;498831
045-15:30;3850448;499186
045-15:45;3850708;499446
045-16:00;3851014;499752
045-16:15;3851281;500019
045-16:30;3851415;500153
045-16:45;3851492;500230
045-17:00;3851546;500284
045-17:15;3851675;500413
045-17:30;3851729;500467
045-17:45;3851788;500526
045-18:00;3851870;500608
045-18:15;3851977;500715
045-18:30;3852084;500822
045-18:45;3852361;501099
045-19:00;3852943;501681
045-19:15;3853361;502099
045-19:30;3853462;502200
045-19:45;3853579;502317
045-20:00;3853697;502435
045-20:15;3853796;502534
045-20:30;3853930;502668
045-20:45;3854039;502777
045-21:00;3854146;502884
045-21:15;3854270;503008
045-21:30;3854391;503129
045-21:45;3854487;503225
045-22:00;3854604;503342
045-22:15;3854685;503423
045-22:30;3854761;503499
045-22:45;3854841;503579
045-23:00;3854934;503672
045-23:15;3855023;503761
045-23:30;3855136;503874
045-23:45;3855211;503949
046-00:00;3855304;504042
046-00:15;3855317;504055
046-00:30;3855352;504090
046-00:45;3855392;504130
046-01:00;3855413;504151
046-01:15;3855425;504163
046-01:30;3855437;504175
046-01:45;3855454;504192
046-02:00;3855487;504225
046-02:15;3855519;504257
046-02:30;3855545;504283
046-02:45;3855557;504295
046-03:00;3855574;504312
046-03:15;3855593;504331
046-03:30;3855612;504350
046-03:45;3855645;504383
046-04:00;3855677;504415
046-04:15;3855692;504430
046-04:30;3855713;504451
046-04:45;3855725;504463
046-05:00;3855739;504477
046-05:15;3855772;504510
046-05:30;3855803;504541
046-05:45;3855833;504571
046-06:00;3855846;504584
046-06:15;3855858;504596
046-06:30;3855870;504608
046-06:45;3855895;504633
046-07:00;3855932;504670
046-07:15;3855964;504702
046-07:30;3855976;504714
046-07:45;3855989;504727
046-08:00;3856001;504739
046-08:15;3856014;504752
046-08:30;3856057;504795
046-08:45;3856087;504825
046-09:00;3856103;504841
046-09:15;3856400;505138
046-09:30;3857445;506183
046-09:45;3858177;506915
046-10:00;3858842;507580
046-10:15;3859110;507848
046-10:30;3859221;507959
046-10:45;3859397;508135
046-11:00;3859844;508582
046-11:15;3859898;508636
046-11:30;3859964;508702
046-11:45;3860011;508749
046-12:00;3860052;508790
046-12:15;3860085;508823
046-12:30;3860158;508896
046-12:45;3860199;508937
046-13:00;3860300;509038
046-13:15;3860351;509089
046-13:30;3860435;509173
046-13:45;3860522;509260
046-14:00;3860590;509328
046-14:15;3860640;509378
046-14:30;3860658;509396
046-14:45;3860680;509418
046-15:00;3860811;509549
046-15:15;3860856;509594
046-15:30;3860896;509634
046-15:45;3860919;509657
046-16:00;3860943;509681
046-16:15;3860988;509726
046-16:30;3861079;509817
046-16:45;3861179;509917
046-17:00;3861261;509999
046-17:15;3861317;510055
046-17:30;3861442;510180
046-17:45;3861561;510299
046-18:00;3861656;510394
046-18:15;3861758;510496
046-18:30;3861857;510595
046-18:45;3861942;510680
046-19:00;3862021;510759
046-19:15;3862105;510843
046-19:30;3862182;510920
046-19:45;3862271;511009
046-20:00;3862366;511104
046-20:15;3862452;511190
046-20:30;3862536;511274
046-20:45;3862660;511398
046-21:00;3862738;511476
046-21:15;3862819;511557
046-21:30;3862911;511649
046-21:45;3863014;511752
046-22:00;3863149;511887
046-22:15;3863221;511959
046-22:30;3863292;512030
046-22:45;3863366;512104
046-23:00;3863461;512199
046-23:15;3863562;512300
046-23:30;3863643;512381
046-23:45;3863716;512454
047-00:00;3863824;512562
047-00:15;3864225;512963
047-00:30;3864315;513053
047-00:45;3864541;513279
047-01:00;3864583;513321
047-01:15;3864614;513352
047-01:30;3864700;513438
047-01:45;3865155;513893
047-02:00;3865183;513921
047-02:15;3865215;513953
047-02:30;3865244;513982
047-02:45;3865256;513994
047-03:00;3865274;514012
047-03:15;3865290;514028
047-03:30;3865307;514045
047-03:45;3865339;514077
047-04:00;3865370;514108
047-04:15;3865390;514128
047-04:30;3865407;514145
047-04:45;3865419;514157
047-05:00;3865430;514168
047-05:15;3865458;514196
047-05:30;3865494;514232
047-05:45;3865525;514263
047-06:00;3865536;514274
047-06:15;3865548;514286
047-06:30;3865559;514297
047-06:45;3865580;514318
047-07:00;3865622;514360
047-07:15;3865652;514390
047-07:30;3865666;514404
047-07:45;3865677;514415
047-08:00;3865689;514427
047-08:15;3865710;514448
047-08:30;3865744;514482
047-08:45;3865855;514593
047-09:00;3865911;514649
047-09:15;3865938;514676
047-09:30;3865952;514690
047-09:45;3865962;514700
047-10:00;3865971;514709
047-10:15;3865991;514729
047-10:30;3866004;514742
047-10:45;3866009;514747
047-11:00;3866024;514762
047-11:15;3866030;514768
047-11:30;3866032;514770
047-11:45;3866048;514786
047-12:00;3866064;514802
047-12:15;3866083;514821
047-12:30;3866085;514823
047-12:45;3866085;514823
047-13:00;3866085;514823
047-13:15;3866089;514827
047-13:30;3866175;514913
047-13:45;3866283;515021
047-14:00;3866310;515048
047-14:15;3866315;515053
047-14:30;3866321;515059
047-14:45;3866327;515065
047-15:00;3866344;515082
047-15:15;3866372;515110
047-15:30;3866399;515137
047-15:45;3866433;515171
047-16:00;3866448;515186
047-16:15;3866463;515201
047-16:30;3866483;515221
047-16:45;3866502;515240
047-17:00;3866538;515276
047-17:15;3866593;515331
047-17:30;3866785;515523
047-17:45;3866898;515636
047-18:00;3866990;515728
047-18:15;3867083;515821
047-18:30;3867160;515898
047-18:45;3867246;515984
047-19:00;3867341;516079
047-19:15;3867439;516177
047-19:30;3867513;516251
047-19:45;3867579;516317
047-20:00;3867646;516384
047-20:15;3867717;516455
047-20:30;3867808;516546
047-20:45;3867945;516683
047-21:00;3868037;516775
047-21:15;3868104;516842
047-21:30;3868178;516916
047-21:45;3868263;517001
047-22:00;3868337;517075
047-22:15;3868479;517217
047-22:30;3868567;517305
047-22:45;3868656;517394
047-23:00;3868739;517477
047-23:15;3868808;517546
047-23:30;3868906;517644
047-23:45;3868942;517680
048-00:00;3868971;517709
048-00:15;3869011;517749
048-00:30;3869041;517779
048-00:45;3869052;517790
048-01:00;3869064;517802
048-01:15;3869075;517813
048-01:30;3869092;517830
048-01:45;3869128;517866
048-02:00;3869160;517898
048-02:15;3869185;517923
048-02:30;3869196;517934
048-02:45;3869208;517946
048-03:00;3869230;517968
048-03:15;3869242;517980
048-03:30;3869271;518009
048-03:45;3869302;518040
048-04:00;3869328;518066
048-04:15;3869343;518081
048-04:30;3869362;518100
048-04:45;3869374;518112
048-05:00;3869385;518123
048-05:15;3869415;518153
048-05:30;3869445;518183
048-05:45;3869477;518215
048-06:00;3869495;518233
048-06:15;3869506;518244
048-06:30;3869522;518260
048-06:45;3869605;518343
048-07:00;3869643;518381
048-07:15;3869685;518423
048-07:30;3869712;518450
048-07:45;3869723;518461
048-08:00;3869734;518472
048-08:15;3869745;518483
048-08:30;3869757;518495
048-08:45;3869790;518528
048-09:00;3869817;518555
048-09:15;3869840;518578
048-09:30;3869843;518581
048-09:45;3869843;518581
048-10:00;3869845;518583
048-10:15;3869854;518592
048-10:30;3869868;518606
048-10:45;3869886;518624
048-11:00;3869897;518635
048-11:15;3869897;518635
048-11:30;3869898;518636
048-11:45;3869906;518644
048-12:00;3869907;518645
048-12:15;3869919;518657
048-12:30;3869937;518675
048-12:45;3869955;518693
048-13:00;3869956;518694
048-13:15;3869969;518707
048-13:30;3869971;518709
048-13:45;3869973;518711
048-14:00;3869983;518721
048-14:15;3870004;518742
048-14:30;3870023;518761
048-14:45;3870032;518770
048-15:00;3870033;518771
048-15:15;3870034;518772
048-15:30;3870036;518774
048-15:45;3870041;518779
048-16:00;3870066;518804
048-16:15;3870097;518835
048-16:30;3870115;518853
048-16:45;3870123;518861
048-17:00;3870132;518870
048-17:15;3870142;518880
048-17:30;3870208;518946
048-17:45;3870407;519145
048-18:00;3870499;519237
048-18:15;3870587;519325
048-18:30;3870664;519402
048-18:45;3870742;519480
048-19:00;3870820;519558
048-19:15;3870903;519641
048-19:30;3871005;519743
048-19:45;3871098;519836
048-20:00;3871186;519924
048-20:15;3871257;519995
048-20:30;3871328;520066
048-20:45;3871459;520197
048-21:00;3871550;520288
048-21:15;3871651;520389
048-21:30;3871747;520485
048-21:45;3871838;520576
048-22:00;3871962;520700
048-22:15;3872049;520787
048-22:30;3872126;520864
048-22:45;3872201;520939
048-23:00;3872290;521028
048-23:15;3872377;521115
048-23:30;3872503;521241
048-23:45;3872556;521294
049-00:00;3872576;521314
049-00:15;3872588;521326
049-00:30;3872599;521337
049-00:45;3872632;521370
049-01:00;3872672;521410
049-01:15;3872697;521435
049-01:30;3872709;521447
049-01:45;3872720;521458
049-02:00;3872731;521469
049-02:15;3872752;521490
049-02:30;3872783;521521
049-02:45;3872815;521553
049-03:00;3872841;521579
049-03:15;3872853;521591
049-03:30;3872865;521603
049-03:45;3872887;521625
049-04:00;3872898;521636
049-04:15;3872926;521664
049-04:30;3872957;521695
049-04:45;3872984;521722
049-05:00;3872999;521737
049-05:15;3873018;521756
049-05:30;3873029;521767
049-05:45;3873041;521779
049-06:00;3873066;521804
049-06:15;3873098;521836
049-06:30;3873134;521872
049-06:45;3873211;521949
049-07:00;3873239;521977
049-07:15;3873251;521989
049-07:30;3873268;522006
049-07:45;3873299;522037
049-08:00;3873337;522075
049-08:15;3873355;522093
049-08:30;3873366;522104
049-08:45;3873376;522114
049-09:00;3873386;522124
049-09:15;3873411;522149
049-09:30;3873447;522185
049-09:45;3873473;522211
049-10:00;3873478;522216
049-10:15;3873483;522221
049-10:30;3873486;522224
049-10:45;3873488;522226
049-11:00;3873513;522251
049-11:15;3873543;522281
049-11:30;3873549;522287
049-11:45;3873549;522287
049-12:00;3873549;522287
049-12:15;3873549;522287
049-12:30;3873554;522292
049-12:45;3873564;522302
049-13:00;3873572;522310
049-13:15;3873573;522311
049-13:30;3873574;522312
049-13:45;3873574;522312
049-14:00;3873574;522312
049-14:15;3873587;522325
049-14:30;3873597;522335
049-14:45;3873613;522351
049-15:00;3873613;522351
049-15:15;3873633;522371
049-15:30;3873703;522441
049-15:45;3873792;522530
049-16:00;3873894;522632
049-16:15;3873995;522733
049-16:30;3874071;522809
049-16:45;3874130;522868
049-17:00;3874216;522954
049-17:15;3874321;523059
049-17:30;3874435;523173
049-17:45;3874548;523286
049-18:00;3874660;523398
049-18:15;3874763;523501
049-18:30;3874844;523582
049-18:45;3874922;523660
049-19:00;3875015;523753
049-19:15;3875112;523850
049-19:30;3875207;523945
049-19:45;3875290;524028
049-20:00;3875367;524105
049-20:15;3875442;524180
049-20:30;3875535;524273
049-20:45;3875662;524400
049-21:00;3875782;524520
049-21:15;3875869;524607
049-21:30;3875945;524683
049-21:45;3876019;524757
049-22:00;3876116;524854
049-22:15;3876216;524954
049-22:30;3876307;525045
049-22:45;3876427;525165
049-23:00;3876498;525236
049-23:15;3876574;525312
049-23:30;3876651;525389
049-23:45;3876744;525482
050-00:00;3876870;525608
050-00:15;3876899;525637
050-00:30;3876918;525656
050-00:45;3876929;525667
050-01:00;3876941;525679
050-01:15;3876975;525713
050-01:30;3877014;525752
050-01:45;3877034;525772
050-02:00;3877046;525784
050-02:15;3877057;525795
050-02:30;3877078;525816
050-02:45;3877101;525839
050-03:00;3877133;525871
050-03:15;3877163;525901
050-03:30;3877177;525915
050-03:45;3877198;525936
050-04:00;3877210;525948
050-04:15;3877221;525959
050-04:30;3877245;525983
050-04:45;3877278;526016
050-05:00;3877318;526056
050-05:15;3877331;526069
050-05:30;3877342;526080
050-05:45;3877354;526092
050-06:00;3877366;526104
050-06:15;3877401;526139
050-06:30;3877432;526170
050-06:45;3877461;526199
050-07:00;3877474;526212
050-07:15;3877486;526224
050-07:30;3877507;526245
050-07:45;3877519;526257
050-08:00;3877545;526283
050-08:15;3877576;526314
050-08:30;3877601;526339
050-08:45;3877617;526355
050-09:00;3877756;526494
050-09:15;3877805;526543
050-09:30;3877874;526612
050-09:45;3877921;526659
050-10:00;3877945;526683
050-10:15;3877968;526706
050-10:30;3877974;526712
050-10:45;3877986;526724
050-11:00;3877996;526734
050-11:15;3878056;526794
050-11:30;3878101;526839
050-11:45;3878134;526872
050-12:00;3878153;526891
050-12:15;3878236;526974
050-12:30;3878310;527048
050-12:45;3878388;527126
050-13:00;3878467;527205
050-13:15;3878557;527295
050-13:30;3878626;527364
050-13:45;3878698;527436
050-14:00;3879013;527751
050-14:15;3879049;527787
050-14:30;3879205;527943
050-14:45;3879236;527974
050-15:00;3879346;528084
050-15:15;3879390;528128
050-15:30;3879428;528166
050-15:45;3879456;528194
050-16:00;3879488;528226
050-16:15;3879547;528285
050-16:30;3879632;528370
050-16:45;3879741;528479
050-17:00;3879892;528630
050-17:15;3879973;528711
050-17:30;3880048;528786
050-17:45;3880128;528866
050-18:00;3880199;528937
050-18:15;3880286;529024
050-18:30;3880382;529120
050-18:45;3880478;529216
050-19:00;3880564;529302
050-19:15;3880642;529380
050-19:30;3880716;529454
050-19:45;3880784;529522
050-20:00;3880865;529603
050-20:15;3880959;529697
050-20:30;3881057;529795
050-20:45;3881171;529909
050-21:00;3881252;529990
050-21:15;3881319;530057
050-21:30;3881389;530127
050-21:45;3881478;530216
050-22:00;3881563;530301
050-22:15;3881644;530382
050-22:30;3881756;530494
050-22:45;3881829;530567
050-23:00;3881897;530635
050-23:15;3881963;530701
050-23:30;3882047;530785
050-23:45;3882126;530864
051-00:00;3882241;530979
051-00:15;3882283;531021
051-00:30;3882294;531032
051-00:45;3882306;531044
051-01:00;3882324;531062
051-01:15;3882361;531099
051-01:30;3882397;531135
051-01:45;3882413;531151
051-02:00;3882425;531163
051-02:15;3882436;531174
051-02:30;3882452;531190
051-02:45;3882482;531220
051-03:00;3882513;531251
051-03:15;3882543;531281
051-03:30;3882555;531293
051-03:45;3882568;531306
051-04:00;3882589;531327
051-04:15;3882600;531338
051-04:30;3882628;531366
051-04:45;3882658;531396
051-05:00;3882684;531422
051-05:15;3882704;531442
051-05:30;3882718;531456
051-05:45;3882729;531467
051-06:00;3882742;531480
051-06:15;3882773;531511
051-06:30;3882806;531544
051-06:45;3882838;531576
051-07:00;3882849;531587
051-07:15;3882860;531598
051-07:30;3882871;531609
051-07:45;3882884;531622
051-08:00;3882922;531660
051-08:15;3882958;531696
051-08:30;3882977;531715
051-08:45;3882985;531723
051-09:00;3883053;531791
051-09:15;3883122;531860
051-09:30;3883166;531904
051-09:45;3883222;531960
051-10:00;3883288;532026
051-10:15;3883404;532142
051-10:30;3883476;532214
051-10:45;3883548;532286
051-11:00;3883617;532355
051-11:15;3883690;532428
051-11:30;3883747;532485
051-11:45;3883797;532535
051-12:00;3883895;532633
051-12:15;3884072;532810
051-12:30;3884149;532887
051-12:45;3884220;532958
051-13:00;3884293;533031
051-13:15;3884382;533120
051-13:30;3884457;533195
